,Category,Group,Pathway,Description
7207,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT3G08510 PLC2; phospholipase C 2	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7208,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT5G58690 PLC5; phosphatidylinositol-speciwc phospholipase C5	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7209,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT3G55940 Phosphoinositide-specific phospholipase C family protein	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7210,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT5G58700 PLC4; phosphatidylinositol-speciwc phospholipase C4	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7211,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT5G58670 PLC1; phospholipase C1	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7212,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT4G38530 PLC1; phospholipase C1	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
7213,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT1G07880 ATMPK13; Protein kinase superfamily protein	K04371 ERK; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
7214,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT3G59790 MPK10; MAP kinase 10	K04371 ERK; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
7215,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT4G35020 RAC3; RAC-like 3	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7216,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT4G35950 RAC6; RAC-like 6	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7217,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT5G45970 RAC2; RAC-like 2	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7218,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT1G75840 ARAC5; RAC-like GTP binding protein 5	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7219,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT2G44690 ARAC9; RAC-like 9	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7220,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT3G48040 ROP10; RHO-related protein from plants 10	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7221,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT3G51300 ROP1; RHO-related protein from plants 1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7222,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT4G28950 ROP9; RHO-related protein from plants 9	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7223,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT5G62880 RAC10; RAC-like 10	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7224,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT1G20090 ROP2; RHO-related protein from plants 2	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7225,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],AT2G17800 ARAC1; RAC-like 1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
7226,09160 Human Diseases,09175 Drug resistance: antimicrobial,01502 Vancomycin resistance [PATH:ath01502],AT1G73740 UDP-Glycosyltransferase superfamily protein	K02563 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
7227,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT2G45490 AUR3; ataurora3	K08850 AURKX; aurora kinase, other [EC:2.7.11.1]"
7228,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT4G32830 AUR1; ataurora1	K08850 AURKX; aurora kinase, other [EC:2.7.11.1]"
7229,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT2G25880 AUR2; ataurora2	K08850 AURKX; aurora kinase, other [EC:2.7.11.1]"
7230,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G10540 3-phosphoinositide-dependent protein kinase	K06276 PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
7231,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G04510 PDK1; 3'-phosphoinositide-dependent protein kinase 1	K06276 PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
7232,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G08720 S6K2; serine/threonine protein kinase 2	K04688 RPS6KB; ribosomal protein S6 kinase beta [EC:2.7.11.1]
7233,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G08730 PK1; protein-serine kinase 1	K04688 RPS6KB; ribosomal protein S6 kinase beta [EC:2.7.11.1]
7234,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G20470 AGC (cAMP-dependent	K08790 STK38; serine/threonine kinase 38 [EC:2.7.11.1]
7235,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G09890 Protein kinase family protein	K08790 STK38; serine/threonine kinase 38 [EC:2.7.11.1]
7236,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT3G25250 AGC2-1; AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein	K20714 OXI1; serine/threonine-protein kinase OXI1 [EC:2.7.11.1]"
7237,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G13000 AGC (cAMP-dependent	K20714 OXI1; serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
7238,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G58140 PHOT2; phototropin 2	K20715 PHOT; phototropin [EC:2.7.11.1]
7239,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G45780 PHOT1; phototropin 1	K20715 PHOT; phototropin [EC:2.7.11.1]
7240,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT4G18700 CIPK12; CBL-interacting protein kinase 12	K07198 PRKAA; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
7241,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT3G01090 KIN10; SNF1 kinase homolog 10	K07198 PRKAA; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
7242,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT3G29160 KIN11; SNF1 kinase homolog 11	K07198 PRKAA; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
7243,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT5G39440 SnRK1.3; SNF1-related protein kinase 1.3	K07198 PRKAA; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
7244,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],"AT3G17510 CIPK1; CBL-interacting protein kinase 1	K07198 PRKAA; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
7245,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G10940 SNRK2.4; Protein kinase superfamily protein	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7246,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G60940 SNRK2.10; SNF1-related protein kinase 2.10	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7247,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G78290 SNRK2-8; Protein kinase superfamily protein	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7248,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G23030 SNRK2.9; SNF1-related protein kinase 2.9	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7249,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G50500 SNRK2.2; SNF1-related protein kinase 2.2	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7250,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G33950 OST1; Protein kinase superfamily protein	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7251,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G40010 SNRK2.7; SNF1-related protein kinase 2.7	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7252,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G08590 SNRK2.1; SNF1-related protein kinase 2.1	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7253,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G63650 SNRK2.5; SNF1-related protein kinase 2.5	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7254,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G66880 SNRK2.3; sucrose nonfermenting 1(SNF1)-related protein kinase 2.3	K14498 SNRK2; serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
7255,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G10660 CPK2; calmodulin-domain protein kinase cdpk	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7256,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G17290 CPK6; Calcium-dependent protein kinase family protein	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7257,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G04700 CPK27; calcium-dependent protein kinase 27	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7258,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G04695 CPK31; calcium-dependent protein kinase 31	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7259,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G19450 CDPK19; calcium-dependent protein kinase 19	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7260,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G31500 CPK24; calcium-dependent protein kinase 24	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7261,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G41860 CPK14; calcium-dependent protein kinase 14	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7262,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G09570 CPK4; calcium-dependent protein kinase 4	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7263,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G04720 CPK21; calcium-dependent protein kinase 21	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7264,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G12480 CPK7; calmodulin-domain protein kinase 7	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7265,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G74740 CPK30; calcium-dependent protein kinase 30	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7266,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G23580 CDPK9; calmodulin-like domain protein kinase 9	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7267,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G18890 CDPK1; calcium-dependent protein kinase 1	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7268,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G35670 CDPK2; calcium-dependent protein kinase 2	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7269,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G04740 CPK23; calcium-dependent protein kinase 23	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7270,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT2G38910 CPK20; calcium-dependent protein kinase 20	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7271,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G04870 CPK1; calcium dependent protein kinase 1	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7272,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G35310 CPK5; calmodulin-domain protein kinase 5	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7273,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G04710 CPK22; calcium-dependent kinase-like protein	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7274,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G21940 CPK15; calcium-dependent protein kinase 15	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7275,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G20410 CPK9; calmodulin-domain protein kinase 9	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7276,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G51850 CPK13; calcium-dependent protein kinase 13	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7277,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G38230 CPK26; calcium-dependent protein kinase 26	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7278,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT4G23650 CDPK6; calcium-dependent protein kinase 6	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7279,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT1G50700 CPK33; calcium-dependent protein kinase 33	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7280,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT3G57530 CPK32; calcium-dependent protein kinase 32	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7281,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G12180 CPK17; calcium-dependent protein kinase 17	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7282,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G19360 CPK34; calcium-dependent protein kinase 34	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
7283,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ath01001],AT5G66210 CPK28; calcium-dependent protein kinase 28	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
